the_geom,cartodb_id,_name_,_address_,_city_,_lon_,_lat_
,312,'Einstein Bros','4505 S Maryland Pkwy','Las Vegas',-115.142051,36.10459
,313,'Music Island Studio Cafe','31 S Nellis Blvd','Las Vegas',-115.062561,36.158802
,314,'The Coffee Bean & Tea Leaf','3200 Las Vegas Blvd S','Las Vegas',-115.169972,36.126218
,315,'Starbucks','3752 Las Vegas Blvd S','Las Vegas',-115.174224,36.106217
,316,'Dunkin'' Donuts','6595 N Hollywood Blvd','Las Vegas',-115.026155,36.278893
,317,'Starbucks','2412 E Desert Inn Rd','Las Vegas',-115.118111,36.130178
,318,'The Coffee Bean & Tea Leaf','7291 W Lake Mead Blvd 110','Las Vegas',-115.250833,36.195698
,319,'Starbucks','4100 Blue Diamond Rd','Las Vegas',-115.195058,36.040409
,320,'Starbucks','3300 Las Vegas Blvd S','Las Vegas',-115.172335,36.124542
,321,'Starbucks','3850 Las Vegas Blvd S','Las Vegas',-115.176621,36.097113
,322,'Java Las Vegas','9080 Alta Dr','Las Vegas',-115.292172,36.167544
,323,'Starbucks','7170 N Durango Dr','Las Vegas',-115.287563,36.290578
,324,'Sheffield Spice & Tea Co','9875 S Eastern Ave E2','Las Vegas',-115.118167,36.01027
,325,'Starbucks','4055 S Durango Dr','Las Vegas',-115.280179,36.115922
,326,'Caff̬ Bottega','255 E Flamingo Rd','Las Vegas',-115.161546,36.112925
,327,'Las Vegas Coffee Investor','3960 Howard Hughes Pkwy','Las Vegas',-115.157085,36.116692
,328,'Dunkin'' Donuts','409 E Silverado Ranch Blvd','Las Vegas',-115.154226,36.013017
,329,'Dunkin'' Donuts','6935 N Durango Dr 150','Las Vegas',-115.288499,36.285829
,330,'Starbucks','3475 Las Vegas Blvd S','Las Vegas',-115.169679,36.119496
,331,'Dunkin'' Donuts','200 Fremont St','Las Vegas',-115.143359,36.171132
,332,'Cafe @RJC','201 E Clark Ave','Las Vegas',-115.146745,36.166045
,333,'International House of Pancakes','9651 Trailwood Dr','Las Vegas',-115.306603,36.190855
,334,'Moderna Tea','3325 Las Vegas Blvd S','Las Vegas',-115.16873,36.122395
,335,'Starbucks','80 E Harmon Ave','Las Vegas',-115.169229,36.1089
,336,'Starbucks','2233 Paradise Rd','Las Vegas',-115.154266,36.144009
,337,'Corner Cakes','3799 Las Vegas Blvd S','Las Vegas',-115.171491,36.102486
,338,'Wake Up Coffee Cafe','6350 W Charleston Blvd 110','Las Vegas',-115.233254,36.15936
,339,'Order in the Court','333 Las Vegas Blvd S','Las Vegas',-115.142359,36.165487
,340,'Common Grounds','2975 S Rainbow Blvd','Las Vegas',-115.24389,36.135862
